Α.Φ.Μ.,Στοιχεία Οφειλέτη,Διεύθυνση Έδρας,"Τ.Κ., Περιοχή","Βασική οφειλή Δ.Ο.Υ.,Ελεγκτικά Κέντρα",Βασική οφειλή Τελωνείων,Συνεισπραττόμενα Δημοσίου,Σύνολο Δημοσίου,Βασική οφειλή e-Ε.Φ.Κ.Α.,Συνεισπραττόμενα e-Ε.Φ.Κ.Α.,Σύνολο e-Ε.Φ.Κ.Α.,Παρατηρήσεις
999779277,ΝΙΚΟΛΑΟΣ ΑΡΓΥΡΑΚΗΣ ΚΑΙ ΣΙΑ ΟΕ,ΘΗΒΩΝ 218,18233 ΑΓ Ι ΡΕΝΤΗΣ,"485.668,76",-,"806.346,74","1.292.015,50",-,-,-,.
099759501,EXTREME ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡ,ΕΡΜΟΥ 37,10563 ΑΘΗΝΑ,-,-,-,-,"450.658,88","841.349,97","1.292.008,85",.
081175474,ΑΘ ΠΕΤΜΕΖΑΣ ΚΑΙ ΣΙΑ ΕΕ,ΙΩΑΝΝΟΥ ΝΙΚΑ 15,13671 ΑΧΑΡΝΕΣ,"342.470,20",-,"199.804,53","542.274,73","431.398,94","318.241,95","749.640,89",.
098028675,ΚΟΡΤΑΝΤΟ ΜΑΡΙΤΑΙΜ,ΚΟΛΟΚΟΤΡΩΝΗ 133,18536 ΠΕΙΡΑΙΑΣ,"357.372,75",-,"934.144,63","1.291.517,38",-,-,-,.
997510569,ΥΠΟ ΕΚΚΑΘΑΡΙΣΗ ΦΑΝΗΣ ΜΠΑΜΠΟΥΛΑΣ ΚΑΙ ΥΙΟΣ ΟΕ,ΑΛΕΞΑΝΔΡΟΥ ΣΒΩΛΟΥ 22,54622 ΘΕΣΣΑΛΟΝΙΚΗ,"908.241,48",-,"383.111,27","1.291.352,75",-,-,-,.
094277989,ΓΑΚΗΣ Γ ΑΕ,ΑΧΑΡΝΩΝ 330,11254 ΑΘΗΝΑ,"238.640,50","126.408,42","925.995,58","1.291.044,50",-,-,-,.
800239975,GEKA TRANS SPRL,ΑΘΗΝΩΝ 34,30300 ΝΑΥΠΑΚΤΟΣ,-,-,-,-,"555.736,95","735.259,48","1.290.996,43",.
095625440,ΤΖΟΥΛΙΑ ΦΑΣΙΟΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,ΤΖΙΒΑΝΟΠΟΥΛΟΥ 1-3,10445 ΑΘΗΝΑ,"704.775,14",-,"585.507,14","1.290.282,28",-,-,-,.
999061835,ΑΚΟΥΑ ΝΑΥΤΙΛΙΑΚΗ ΕΤΑΙΡΙΑ ΠΛΟΙΩΝ ΑΝΑΨΥΧΗΣ ΣΕ ΕΚΚΑΘΑΡΙΣΗ,Β ΜΕΡΑΡΧΙΑΣ 3,18535 ΠΕΙΡΑΙΑΣ,-,"430.072,89","860.145,78","1.290.218,67",-,-,-,.
094211952,ΖΙΤΑ ΙΝΤΕΡΝΑΣΙΟΝΑΛ,ΟΡΦΕΩΣ 162,11855 ΑΘΗΝΑ,"441.961,10",-,"848.125,53","1.290.086,63",-,-,-,.
094320230,ΠΕΤΣΕΤΑΚΗΣ ΜΕΝΕΛΑΟΣ ΑΕΒΕ ΕΛΛ Β,ΘΕΣΗ ΛΑΚΚΑ ΠΡΙΦΤΗ 0,32011 ΟΙΝΟΦΥΤΑ,-,-,-,-,"675.429,66","614.420,19","1.289.849,85",.
999523260,ΙΟΝΙΚΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΕΜΠΟΡΙΑ ΚΑΙ ΚΑΤΑΣΚΕΥΗ ΑΚΙΝΗΤΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΚΟΡΙΝΘΟΥ 161,26221 ΠΑΤΡΑ,"444.681,13",-,"845.103,71","1.289.784,84",-,-,-,.
094474278,ΠΑΝΔΩΡΑ ΕΜΠΟΡΙΟ ΔΙΣΚΩΝ ΟΠΤΙΚΚΩΝ ΜΕΣΩΝΨΥΧΓΙΑΣ ΑΕ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 30,18531 ΠΕΙΡΑΙΑΣ,"518.017,61",-,"348.079,82","866.097,43","195.240,27","228.385,47","423.625,74",.
800313842,MASTIC SPA ΣΟΔΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΒΑΛΑΝΑΣ 7 ΧΙΛ ΟΔΟΥ ΧΙΟΥ ΚΑΛΛΙΜΑΣΙΑ 0,82100 ΧΙΟΣ,"302.027,31",-,"426.694,26","728.721,57","267.691,21","293.047,51","560.738,72",.
093206540,ΨΑΛΛΙΔΑ ΑΦΟΙ ΚΑΙ ΣΙΑ ΕΕ,Γ ΠΑΠΑΝΔΡΕΟΥ 71,14452 ΜΕΤΑΜΟΡΦΩΣΗ,"839.883,82",-,"449.560,60","1.289.444,42",-,-,-,.
099977516,Α ΠΡΩΤΟΨΑΛΤΗΣ ΕΜΠΟΡΙΑ ΒΙΟΗΧΑΝΙΚΩΝ ΕΙΔΩΝ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΙΑ,Ο Τ 42  ΓΕΦΥΡΑ 0,57011 ΓΕΦΥΡΑ,"676.934,78",-,"612.491,53","1.289.426,31",-,-,-,.
099620933,ΔΟΤΕΡ ΑΝΩΝΥΜΗ ΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,ΣΟΧΟΣ 0,57002 ΣΟΧΟΣ,"683.775,74",-,"188.103,37","871.879,11","198.318,93","218.967,59","417.286,52",.
099978899,Κ ΒΑΡΔΑΛΗΣ  ΣΙΑ ΕΕ,ΑΞΙΟΥ 42,57100 ΚΟΥΦΑΛΙΑ,"263.522,18",-,"223.545,17","487.067,35","326.589,18","474.482,44","801.071,62",.
800518720,GM FOOD BEVERAGES ΜΟΝΟΠΡΟΣΩΠΗ IKE,ΦΙΛΟΛΑΟΥ 199 ΚΑΙ ΑΝΔΡΟΚΛΕΟΥΣ 26,11631 ΑΘΗΝΑ,"1.042.767,13",-,"245.191,86","1.287.958,99",-,-,-,.
800765373,ΥΠΟ ΕΚΚΑΘΑΡΙΣΗ ΤΣΕΡΛΙΔΗΣ Ο Ε,ΛΕΩΦΟΡΟΣ ΝΙΚΗΣ 31,54622 ΘΕΣΣΑΛΟΝΙΚΗ,"624.764,46",-,"156.702,28","781.466,74","374.827,97","131.529,00","506.356,97",.
998957316,Ε ΜΠΟΓΔΑΝΟΥ ΚΑΙ ΣΙΑ ΕΕ,ΜΕΣΟΓΕΙΩΝ 429,15343 ΑΓ ΠΑΡΑΣΚΕΥΗ,"274.771,36",-,"394.483,55","669.254,91","273.587,49","344.902,86","618.490,35",.
082579000,ΧΑΡΑΛΑΜΠΟΣ ΤΥΦΛΙΔΗΣ ΥΙΟΣ ΟΕ,1Ο ΧΙΛ ΚΑΛΗ ΠΑΝΑΓ 0,59100 ΒΕΡΟΙΑ,"429.296,07",-,"858.390,07","1.287.686,14",-,-,-,.
094435112,ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΟΥ ΚΑΙ,ΣΤΟ 17 ΧΛΜ ΛΕΩΦΟΡΟΥ ΣΠΑΤΩΝ ΑΘΗΝΩΝ ΣΤΑΣΗ ΠΑΠΑΓΓΕΛΑΚΗ 000000000,19002 ΠΑΙΑΝΙΑ,-,-,-,-,"539.518,68","747.615,18","1.287.133,86",.
095763953,PORTO FRUIT ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΞΑΓΩΓΙΚΗ ΕΤΑΙΡΕΙΑ,ΚΟΥΡΤΑΚΙ ΘΕΣΗ ΓΚΟΦΑ 0,21200 ΑΡΓΟΣ,"188.481,74",-,"85.818,84","274.300,58","702.005,32","310.491,50","1.012.496,82",.
095715212,ΤΕΝΤΟΠΛΑΣΤ ΕΙΔΗ ΤΕΝΤΟΠΟΙΙΑΣ ΑΕ,ΓΕΩΡΓΙΟΥ ΔΡΟΣΙΝΗ 33,54248 ΘΕΣΣΑΛΟΝΙΚΗ,"686.107,72",-,"600.673,12","1.286.780,84",-,-,-,.
094136580,ΓΕΩΡΓΟΒΙΟΜΗΧΑΝΙΚΗ ΠΙΕΡΙΑΣ ΑΕ,ΜΕΘΩΝΗ 0,60066 ΜΕΘΩΝΗ,"323.339,84",-,"962.222,00","1.285.561,84",-,-,-,.
094311428,ΑΡΤΟΠΟΙΙΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗ ΑΕ,ΔΙΑΛΕΚΤΟ 0,42100 ΤΡΙΚΑΛΑ,"428.605,90",-,"856.950,17","1.285.556,07",-,-,-,.
081905856,ΑΦΟΙ Σ ΛΕΣΓΙΔΗ ΟΕ,25ΗΣ ΜΑΡΤΙΟΥ 65,50200 ΠΤΟΛΕΜΑΙΔΑ,"506.591,83",-,"778.734,95","1.285.326,78",-,-,-,.
094277861,ΚΟΝΜΑΡ ΑΒΕ,ΧΡ ΣΜΥΡΝΗΣ 13,17778 ΤΑΥΡΟΣ,-,-,-,-,"476.568,27","808.624,07","1.285.192,34",.
093203247,ΚΑΡΑΒΑΣΙΛΗΣ ΑΝΤ ΣΙΑ ΕΕ,ΛΕΥΚΑΔΟΣ ΞΑΝΘΟΥ 9,18346 ΜΟΣΧΑΤΟ,"324.277,70",-,"960.878,95","1.285.156,65",-,-,-,.
084244115,Δ ΒΑΡΒΑΤΣΟΥΛΗΣ ΒΙΟΜΗΧΑΝΙΑ ΖΩΟΤΡΟΦΩΝ ΚΟΡΙΝΘΙΑΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,ΘΕΣΗ ΜΕΣΑΡΙΑ 0,20011 ΠΕΡΙΓΙΑΛΙ,"248.599,28",-,"205.800,97","454.400,25","382.102,52","448.395,73","830.498,25",.
094504160,ΠΡΙΒΕΙΤ ΣΙΝΕΜΑ ΑΕ ΠΑΡΑΓΩΓΗΣ ΕΜΠΟΡΙΑΣ ΕΙΣΑΓΩΓΩΝ ΕΞΑΓΩΓΩΝ ΑΝΤΙΠΡ ΟΠΤΙΚΟΑΚΟΥΣΤ ΜΕΣΩΝ ΤΗΛΕΠΙΚ ΥΛΙΚΩΝ ΚΙ,ΔΕΚΕΛΕΙΑΣ ΚΑΙ ΠΕΡΙΣΣΟΥ 157,14343 Ν ΧΑΛΚΗΔΟΝΑ,"256.174,89",-,"415.515,74","671.690,63","245.013,85","367.961,65","612.975,50",.
095402190,ΝΑΥΠΗΓΕΙΑ ΔΙΝΦΙΛ ΕΠΕ ΥΠΟ ΕΚΚΑΘ,ΚΟΛΟΚΟΤΡΩΝΗ 82,18535 ΠΕΙΡΑΙΑΣ,-,-,-,-,"452.229,55","832.031,93","1.284.261,48",.
999923845,Κ ΜΕΣΑΙΚΟΣ Α Τ Ε Β Ε ΕΤΕΟ ΑΕ ΚΟΙΝΟΠΟΡΑΞΙΑ,ΚΑΦΑΝΤΑΡΗ 1,55132 ΚΑΛΑΜΑΡΙΑ,"836.904,65",-,"447.102,27","1.284.006,92",-,-,-,.
094433991,ΦΑΝΤΑΣΤΙΚΟ ΑΕ ΑΝΩΝ ΕΜΠ ΕΤ ΕΚΜΕΤΑΛ ΚΕΝΤΡ ΨΥΧΑΓΩΓΙΑΣ,ΑΓ ΒΑΡΒΑΡΑΣ 9,15231 ΧΑΛΑΝΔΡΙ,"424.947,39",-,"858.558,76","1.283.506,15",-,-,-,.
800971470,VELTI PROFESSIONAL SERVICES ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,ΛΕΩΦ ΚΗΦΙΣΙΑΣ 62,15125 ΜΑΡΟΥΣΙ,"255.770,46",-,"48.368,91","304.139,37","754.911,53","224.344,70","979.256,23",.
999325488,ΑΧΙΛ ΠΑΠΑΙΩΑΝΝΟΥ ΚΑΙ ΣΙΑ ΕΕ,ΕΥΡΙΠΙΔΟΥ 10,16674 ΓΛΥΦΑΔΑ,"187.816,38",-,"128.232,59","316.048,97","434.087,63","532.934,68","967.022,31",.
999932669,ΓΝΩΣΗΣ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΑΝΩΝΥΜΗ Ε,ΓΡΑΜΜΟΥ 4,15127 ΜΕΛΙΣΣΙΑ,-,-,-,-,"541.918,97","741.133,18","1.283.052,15",.
999502589,ΓΕΩΡΓΙΑΔΗΣ ΣΤΑΥΡΟΣ ΚΑΙ ΣΙΑ ΕΕ,ΠΛΑΤΑΜΩΝΑΣ 0,60065 ΠΛΑΤΑΜΩΝΑΣ,"560.781,35",-,"336.912,69","897.694,04","235.233,15","149.787,54","385.020,69",.
999592609,GREVIN ΕΜΠΟΡΙΟ ΕΠΕΞΕΡΓΑΣΙΑ ΤΥΠΟΠΟΙΗΣΗ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΙΑ,Κ3 10Β ΚΤΙΡΙΟ 3 ΚΑΤΑΣΤΗΜΑ 10  ΤΥΠΟΥΒ 0,18233 ΑΓ Ι ΡΕΝΤΗΣ,"484.351,33",-,"797.372,38","1.281.723,71",-,-,-,.
095529220,ΕΔΕΣΜΑΤΑ ΥΓΙΕΙΝΗΣ ΔΙΑΤΡΟΦΗΣ ΕΠ,ΤΣΙΜΙΣΚΗ 61,54623 ΘΕΣΣΑΛΟΝΙΚΗ,-,-,-,-,"725.538,51","556.163,24","1.281.701,75",.
099628064,ΦΙΛΙΑ ΠΕΡΙΒΑΛΛΟΝΤΙΚΕΣ ΒΙΟΜΗΧΑΝΙΕΣ ΑΕ FILIA ENVIRONMENTAL INDUSTRIES SA,ΠΕΡΙΟΧΗ ΤΑΚΑ ΦΙΛΙΑΤΩΝ 0,46300 ΦΙΛΙΑΤΕΣ,"845.432,99",-,"436.260,88","1.281.693,87",-,-,-,.
099357721,STADIUM BOWLING ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΠΑΙΓΝΙΔΙΩΝ ΚΑΙ ΨΥΧΑΓΩΓΙΑΣ,ΤΟΜΠΑΖΗ 15,55535 ΠΥΛΑΙΑ,"429.379,46",-,"406.150,13","835.529,59","240.779,43","205.244,50","446.023,93",.
800325195,ΕΡΜΗΣ ΑΙΡΛΑΙΝΣ ΑΝΩΝΥΜΟΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΑΕΡΟΠΟΡΙΚΕΣ ΜΕΤΑΦΟΡΙΚΕΣ,ΔΕΛΗΓΙΑΝΝΗ 2,17456 ΑΛΙΜΟΣ,"169.242,50",-,"81.853,86","251.096,36","603.929,24","426.323,65","1.030.252,89",.
998069128,ΝΑΤΣΟΠΟΥΛΟΣ Κ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΘΕΣΗ  ΕΛΗ ΑΞΙΟΥ 0,57400 ΣΙΝΔΟΣ,"1.010.845,99",-,"269.980,31","1.280.826,30",-,-,-,.
099363600,ΓΕΩΤΕΧΝΙΚΗ ΔΡΥΑΣ ΑΝΩΝΥΜΟΣ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ ΠΡΑΣΙΝΟΥ ΚΑΙ ΚΑΤΑΣΚΕΥΩΝ,ΡΙΖΑΡΕΙΟΥ 8,15233 ΧΑΛΑΝΔΡΙ,"539.066,82",-,"741.674,76","1.280.741,58",-,-,-,.
800606257,INTERNATIONAL TRADING COMPANY ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΣΟΥΜΕΛΑ 39,55132 ΚΑΛΑΜΑΡΙΑ,"979.342,92",-,"301.266,32","1.280.609,24",-,-,-,.
094176748,ΕΝΩΣΗ ΞΕΝΕΣ ΓΛΩΣΣΕΣ,ΣΤΑΔΙΟΥ 7,10562 ΑΘΗΝΑ,-,-,-,-,"443.075,47","837.438,11","1.280.513,58",.
998001054,Γ ΤΣΟΠΑΝΙΔΗΣ ΚΑΙ ΣΙΑ ΕΕ,ΣΑΠΦΟΥΣ 15,54627 ΘΕΣΣΑΛΟΝΙΚΗ,"659.057,61","220.450,29","400.307,28","1.279.815,18",-,-,-,.
099771981,ΔΗΜΗΤΡΙΟΣ Φ ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΙΣΑΓΩΓΕΣ ΕΞΑΓΩΓΕΣ ΑΝΤΙΠΡΟΣΩΠΕΙΕΣ ΥΦΑΣΜΑΤΩΝ ΕΠΙΠΛΩΣΕΩΣ ΚΟΥΡΤΙΝΩΝ ΚΑΙ ΤΕΧΝ,ΑΛΕΞΑΝΔΡΕΙΑΣ 9,54643 ΘΕΣΣΑΛΟΝΙΚΗ,"365.814,04",-,"183.428,68","549.242,72","320.595,74","409.947,48","730.543,22",.
094385718,ΙΝΤΕΛΑΞΙΣ ΑΕ ΜΕΛΕΤΩΝ ΕΜΠΟΡΙΑΣ ΚΑΤ ΗΛΕΚΤΡΟΛΟΓΙΚΟΥ ΤΗΛEΠΙΚ ΜΗΧΑΝΟΛΟΓΙΚΟΥ ΕΞΟΠΛΙΣΜΟΥ  ΚΑΙ  ΧΗΜΙΚΩΝ,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ 22,17672 ΚΑΛΛΙΘΕΑ,"754.864,56",-,"524.635,49","1.279.500,05",-,-,-,.
997993827,LOGISTICS INTERACTION  ΛΟΤΖΙΣΤΙΚΣ ΙΝΤΕΡΑΚΣΙΟΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΠΟΘΗΚΕΥΣΕΩΝ ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΤΑΧΥΜΕΤΑΦΟ,ΠΡΩΤΟΜΑΓΙΑΣ ΚΑΙ 9 ΕΚΤΕΛΕΣΘΕΝΤΩΝ ΚΑΛΟΧΩΡΙΤΩΝ 0,57009 ΚΑΛΟΧΩΡΙ,"288.032,90",-,"340.815,29","628.848,19","328.858,26","321.486,63","650.344,89",.
999726327,ΦΙΛΙΠΠΟΣ ΣΟΦΙΑΝΟΣ ΚΑΙ ΣΙΑ ΕΕ,ΣΕΒΑΣΤΟΥΠΟΛΕΩΣ 158,11526 ΑΘΗΝΑ,"238.529,80",-,"257.988,03","496.517,83","345.389,11","436.964,05","782.353,16",.
095597111,ΝΤΕΚΟΠΑΚ ΕΠΕ,ΧΡΥΣΟΛΩΡΑ 9,54629 ΘΕΣΣΑΛΟΝΙΚΗ,"439.226,33","2.219,03","837.316,36","1.278.761,72",-,-,-,.
999016434,ΑΦΟΙ ΑΝΑΣΤΑΣΙΑΔΗ ΕΕ,ΓΟΥΝΑΡΗ 35,18531 ΠΕΙΡΑΙΑΣ,"362.500,24",-,"407.706,12","770.206,36","252.424,67","255.256,52","507.681,19",.
998150300,ΞΑΝΘΙΠΠΟΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΤΣΙΜΙΣΚΗ ΚΑΙ ΔΑΓΚΛΗ 5,67100 ΞΑΝΘΗ,"531.303,92",-,"357.387,86","888.691,78","211.330,38","177.731,75","389.062,13",.
099238420,ΕΥΡΩΖΑΝΤΕ ΧΟΛΙΝΤΕΥΣ ΜΟΝΟΠΡΟΣΩΠ,ΚΑΛΑΜΑΚΙ 0,29100 ΖΑΚΥΝΘΟΣ,-,-,-,-,"466.298,48","811.368,00","1.277.666,48",.
094066210,ΚΑΠΤΑΙΝ ΤΟΜΑΣ ΑΕ,ΤΡ ΜΟΥΤΣΟΠΟΥΛΟΥ 158,18541 ΠΕΙΡΑΙΑΣ,"646.480,59",-,"631.134,19","1.277.614,78",-,-,-,.
095161468,GE0RGY ΒΙΟΜΗΧΑΝΙΑ ΓΥΝΑΙΚΕΙΩΝ ΕΝΔΥΜΑΤΩΝ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,Λ ΒΟΥΛΙΑΓΜΕΝΗΣ 176,17235 ΔΑΦΝΗ,"518.089,46","4.405,20","383.556,93","906.051,59","219.234,34","152.157,97","371.392,31",.
081624235,ΚΑΡΑΠΑΝΟΣ ΙΩΑΝΝΗΣ ΚΑΙ ΣΙΑ ΟΕ,ΧΑΤΖΟΓΛΟΥ 48,60100 ΚΑΤΕΡΙΝΗ,"425.914,42",-,"851.511,80","1.277.426,22",-,-,-,.
999732611,ΕΡΙΟΚΑΛ ΕΜΠΟΡΙΚΗ ΕΠΕ,Λ ΒΟΥΛΙΑΓΜΕΝΗΣ 187,17210 ΔΑΦΝΗ,"484.220,18",-,"792.799,93","1.277.020,11",-,-,-,.
095463170,ΞΕΝΟΔΟΧΕΙΑΚΕΣ  ΚΑΙ  ΤΟΥΡΙΣΤΙΚΕΣ ΕΠΙΧΕΙΧΕΙΡΗΣΕΙΣ ΒΙΓΓΛΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΠΑΛΑΙΟΚΑΣΤΡΙΤΣΑ 0,49083 ΣΚΡΙΠΕΡΟ,"291.083,39",-,"583.339,78","874.423,17","153.631,43","248.715,24","402.346,67",.
099266141,ΑΝΑΣΤΑΣΑΚΗΣ ΩΚΕΑΝΙΣ ΑΕ ΕΜΠΟΡΙΑΣ ΑΛΙΕΥΜΑΤΩΝ,ΘΡΑΣΥΒΟΥΛΟΥ 3  ΚΑΙ  ΠΑΡΟΔΟΣ 0,19300 ΑΣΠΡΟΠΥΡΓΟΣ,"833.335,87",-,"443.370,64","1.276.706,51",-,-,-,.
094428919,ΚΕΝΤΡΙΚΗ ΗΛΕΚΤΡΟΝΙΚΗ ΚΑΙ ΗΛΕΚΤΡΙΚΗ ΑΝΤΙΠΡΟΣ ΕΙΣΑΓ ΑΕ,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 16,15451 Ν ΨΥΧΙΚΟ,"428.328,81",-,"848.307,57","1.276.636,38",-,-,-,.
999297252,ΕΛΕΥΘΕΡΙΑ ΛΑΓΚΑΔΙΑΝΟΥ ΞΗΡΙΔΟΥ ΚΑΙ ΣΙΑ OE,2 ΧΙΛ ΓΙΑΝΝΙΤΣΩΝ ΕΔΕΣΣΗΣ 0,58100 ΓΙΑΝΝΙΤΣΑ,"402.862,39",-,"437.359,51","840.221,90","201.172,05","235.019,43","436.191,48",.
092128012,Β ΒΟΓΙΑΤΖΗΣ ΓΡΑΦΙΚΕΣ ΤΕΧΝΕΣ ΕΠΙΚΟΙΝΩΝΙΑ ΔΙΑΔΙΚΤΥΑΚΗ ΠΛΗΡΟΦΟΡΙΚΗ ΕΚΔΟΤΙΚΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΑΕΕ,ΠΛΑΠΟΥΤΑ 18,17456 ΑΛΙΜΟΣ,"311.456,33",-,"378.851,47","690.307,80","279.971,57","305.906,67","585.878,24",.
092979170,ΣΤ ΚΡΗΤΙΚΑΚΟΣ ΚΑΙ ΣΙΑ ΟΕ,34ΟΝ ΣΥΝ ΠΕΖΙΚΟΥ 14,18531 ΠΕΙΡΑΙΑΣ,"282.490,01",-,"312.359,76","594.849,77","328.857,50","352.456,33","681.313,83",.
094014121,ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΤΟΥΡΙΣΤΙΚΩΝ,ΚΛΕΙΣΘΕΝΟΥΣ 190,15344 ΓΕΡΑΚΑΣ,-,-,-,-,"579.281,65","696.810,93","1.276.092,58",.
999237593,ΤΖΕΜ ΓΙΩΤΣ ΝΕΠΑ,ΝΕΟΦΥΤΟΥ ΒΑΜΒΑ 6,10674 ΑΘΗΝΑ,"510.655,69",-,"765.120,31","1.275.776,00",-,-,-,.
997564572,K ΠΑΠΑΜΙΧΑΗΛ ΚΑΙ ΣΙΑ ΕΕ,ΘΗΒΩΝ 228,18233 ΑΓ Ι ΡΕΝΤΗΣ,"228.244,08",-,"192.330,57","420.574,65","488.139,58","366.928,77","855.068,35",.
082037653,ΚΩΝΣΤΑΝΤ ΑΝΔΡΕΑΔΗΣ ΑΘ ΖΑΦΕΙΡΙΟΥ ΟΕ,ΚΡΟΚΕΩΝ 14,10442 ΑΘΗΝΑ,"421.965,56",-,"853.677,43","1.275.642,99",-,-,-,.
094325691,CONTATTO  ΑΝΩΝΥΜΗ  ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΕΤΟΙΜΩΝ ΕΝΔΥΜΑΤΩΝ,ΛΕΩΦΟΡΟΣ ΕΙΡΗΝΗΣ 40,18547 ΠΕΙΡΑΙΑΣ,"295.048,50",-,"250.575,31","545.623,81","375.416,52","354.374,45","729.790,97",.
094498983,ΥΠΟ ΠΤΩΧΕΥΣΗ DELLAS ΑΝ ΕΤ ΠΑΡΑ,ΑΓ ΙΩΑΝΝΟΥ 63,15342 ΑΓ ΠΑΡΑΣΚΕΥΗ,-,-,-,-,"523.204,27","752.176,31","1.275.380,58",.
800438050,ΟΔΟΣ ΠΕΙΡΑΙΩΣ 178 ΕΤΑΙΡΕΙΑ ΨΥΧΑΓΩΓΙΑΣ ΚΑΙ ΘΕΑΜΑΤΩΝ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΠΕΙΡΑΙΩΣ 178,17778 ΤΑΥΡΟΣ,"529.371,16",-,"277.864,19","807.235,35","281.131,72","186.381,39","467.513,11",.
084073475,ΒΑΖΑΚΑΣ Ε ΚΑΙ ΣΙΑ ΟΕ,Κ ΓΚΟΝΗ 4,55131 ΚΑΛΑΜΑΡΙΑ,"425.235,95",-,"849.128,81","1.274.364,76",-,-,-,.
997652363,ΜΠΑΤΖΙΟΣ Δ ΚΑΙ ΣΙΑ ΕΕ,ΕΛΛΗΣΠΟΝΤΟΥ 16,57021 ΑΣΠΡΟΒΑΛΤΑ,"624.481,09","326.252,65","323.424,52","1.274.158,26",-,-,-,.
999874730,ΔΑΝΑΟΣ ΕΠΕ,ΤΗΜΕΝΟΥΣ 2,21200 ΑΡΓΟΣ,"599.841,17",-,"674.049,63","1.273.890,80",-,-,-,.
095410035,Θ ΣΑΛΤΑΣ-Π ΛΑΜΠΟΥΡΑΣ ΤΕΜΑΝ ΕΠΕ,ΛΕΣΒΟΥ 13,11147 ΓΑΛΑΤΣΙ,"494.098,77",-,"779.548,74","1.273.647,51",-,-,-,.
094421120,ΑΦΟΙ ΒΑΣΙΛΟΠΟΥΛΟΙ ΑΒΕΕ ΜΕΤΑΛΙΚΩΝ ΕΦΑΡΜΟΓΩΝ,ΒΙΠΕ ΛΑΥΡΙΟΥ 0,19500 ΛΑΥΡΙΟ,"858.263,55",-,"415.160,17","1.273.423,72",-,-,-,.
